nm	n		k
1245	1.60724794	1.37847536e-005
1250	1.60720266	1.36316542e-005
1255	1.60715794	1.34814549e-005
1260	1.60711379	1.3334083e-005
1265	1.60707018	1.31894681e-005
1270	1.60702712	1.30475419e-005
1275	1.60698458	1.29082382e-005
1280	1.60694257	1.27714927e-005
1285	1.60690107	1.26372432e-005
1290	1.60686008	1.25054292e-005
1295	1.60681958	1.23759922e-005
1300	1.60677958	1.22488752e-005
1305	1.60674005	1.2124023e-005
1310	1.606701	1.20013819e-005
1315	1.60666242	1.18809e-005
1320	1.60662429	1.17625267e-005
1325	1.60658661	1.16462128e-005
1330	1.60654938	1.15319108e-005
1335	1.60651259	1.14195742e-005
1340	1.60647622	1.13091581e-005
1345	1.60644028	1.12006187e-005
1350	1.60640476	1.10939134e-005
1355	1.60636964	1.0989001e-005
1430	1.60588814	9.60555986e-006
1435	1.6058588	9.52454335e-006
1440	1.60582978	9.44476569e-006
1445	1.60580108	9.36620143e-006
1450	1.60577268	9.28882578e-006
1455	1.60574459	9.21261457e-006
1460	1.6057168	9.13754424e-006
1465	1.6056893	9.06359182e-006
1470	1.6056621	8.99073491e-006
1475	1.60563518	8.91895167e-006
1480	1.60560854	8.84822079e-006
1485	1.60558218	8.77852149e-006
1490	1.6055561	8.70983351e-006
1495	1.60553029	8.64213706e-006
1500	1.60550474	8.57541284e-006
1505	1.60547946	8.50964203e-006
1510	1.60545444	8.44480623e-006
1515	1.60542968	8.38088751e-006
1520	1.60540517	8.31786835e-006
1525	1.6053809	8.25573165e-006
1530	1.60535689	8.19446073e-006
1535	1.60533311	8.13403926e-006
1540	1.60530958	8.07445133e-006
1545	1.60528628	8.01568139e-006
1550	1.60526322	7.95771425e-006
1555	1.60524038	7.90053505e-006
1560	1.60521778	7.84412931e-006
1565	1.60519539	7.78848285e-006
1570	1.60517323	7.73358182e-006
1575	1.60515128	7.6794127e-006
1580	1.60512955	7.62596226e-006
1585	1.60510804	7.57321756e-006
1590	1.60508673	7.52116597e-006
1595	1.60506563	7.46979512e-006
1600	1.60504473	7.41909293e-006
